ResponseDate,CompletionDate,Q1_PropertyType,Q2_LastContact,Q3_RateQuality_City staff treated me fairly and with respect.,Q3_RateQuality_City staff were knowledgeable.,Q3_RateQuality_City staff went the extra mile to make sure I got what I needed.,Q3_RateQuality_I received a response to my inquiry in a timely manner.,Q3_RateQuality_The response I received provided me with the information I required.,"Q3_RateQuality_Overall, I was satisfied with the quality of customer service I received.",Q4a_Experience,OSType,DeviceType,BrowserType,Q3_Own_Rent (Study: Profiling Questionnaire 2014),GENDER (Study: Profiling Questionnaire 2014),Q7_Children (Study: Profiling Questionnaire 2014),Q8_Born_Canada (Study: Profiling Questionnaire 2014),Q9a_Edmonton (Study: Profiling Questionnaire 2014),Q10_Own_Business (Study: Profiling Questionnaire 2014),Q11_Home_Language (Study: Profiling Questionnaire 2014),Q12_Employment_Status (Study: Profiling Questionnaire 2014),Q13_Volunteer (Study: Profiling Questionnaire 2014),Q14a_Primary_Transportation (Study: Profiling Questionnaire 2014),Q14b_Secondary_Transportation (Study: Profiling Questionnaire 2014),Q15_Household_Income (Study: Profiling Questionnaire 2014),Q16_Education (Study: Profiling Questionnaire 2014),Q17_City_Employee (Study: Profiling Questionnaire 2014),FSA (Study: Profiling Questionnaire 2014),Age_Rollup_Detailed (Study: Profiling Questionnaire 2014)
02/17/2015 10:41:00 PM,02/17/2015 11:00:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,Yes,No,Between 1 to 2 years,No,English,Employed part-time (0-30 hours a week),Yes,Public Transit,Only have one mode of transportation,"$40,000 to $49,999",College / technical school graduate,Yes,T6E,35-39
02/10/2015 04:04:00 PM,02/10/2015 04:15:00 PM,I don’t own property,,,,,,,,,Linux,Desktop,Google Chrome,Rent,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$60,000 to $79,999",University undergraduate degree,No,T6A,45-49
02/10/2015 04:21:00 PM,02/10/2015 04:28:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,I prefer not to answer,No,Yes,Greater than 5 years,No,English,Retired,No,Car/truck/Van as DRIVER,Walk,Prefer not to answer,University undergraduate degree,,T5W,55-59
02/11/2015 08:17:00 PM,02/11/2015 09:30:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",College / technical school graduate,No,T5T,35-39
02/11/2015 01:22:00 PM,02/11/2015 01:38:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",University undergraduate degree,No,T5R,25-29
02/10/2015 06:00:00 PM,02/10/2015 06:11:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",University undergraduate degree,No,T5J,40-44
02/11/2015 08:47:00 AM,02/11/2015 08:57:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$60,000 to $79,999",College / technical school graduate,No,T5T,35-39
02/15/2015 12:13:00 PM,02/15/2015 01:01:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$100,000 to $149,000",University undergraduate degree,No,T6C,30-34
02/10/2015 04:38:00 PM,02/10/2015 04:58:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Female,Yes,Yes,Greater than 5 years,No,English,Homemaker,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999",High school graduate,,T6K,35-39
02/11/2015 08:47:00 AM,02/11/2015 09:01:00 AM,I don’t own property,,,,,,,,,Windows,Desktop,Internet Explorer,Rent,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$100,000 to $149,000",College / technical school graduate,No,T6C,40-44
02/10/2015 06:27:00 PM,02/17/2015 12:42:00 PM,I don’t own property,,,,,,,,,Mac (OS X),Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,No,English,Post-secondary student,Yes,Public Transit,Car/truck/van as PASSENGER,Prefer not to answer,College / technical school graduate,,T6G,18-24
02/10/2015 02:58:00 PM,02/10/2015 03:25:00 PM,I don’t own property,,,,,,,,,Mac (OS X),Desktop,Safari,Rent,Male,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Bicycle,Public Transit,"$20,000 to $29,999",Post-graduate degree,No,T5N,35-39
02/10/2015 05:39:00 PM,02/10/2015 05:59:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,No,T5G,45-49
02/11/2015 09:19:00 AM,02/11/2015 09:26:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",High school graduate,No,T6W,45-49
02/11/2015 09:00:00 AM,02/11/2015 10:19:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",College / technical school graduate,No,T5Y,30-34
02/13/2015 12:36:00 PM,02/13/2015 12:40:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",Post-graduate degree,No,T5X,30-34
02/11/2015 07:06:00 PM,02/11/2015 07:14:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,I prefer not to answer,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",University undergraduate degree,No,T5H,30-34
02/17/2015 12:49:00 AM,02/17/2015 01:08:00 AM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Between 1 to 2 years,No,English,Post-secondary student,Yes,Public Transit,Car/truck/Van as DRIVER,"$20,000 to $29,999",University undergraduate degree,,T5H,30-34
02/13/2015 01:53:00 PM,02/13/2015 02:15:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Phone,Safari,Own,Female,Yes,Yes,Greater than 5 years,Yes,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999",University undergraduate degree,Yes,T6B,30-34
02/10/2015 08:39:00 PM,02/10/2015 08:58:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,Post-graduate degree,No,T6E,30-34
02/10/2015 05:31:00 PM,02/10/2015 05:41:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Homemaker,Yes,Car/truck/Van as DRIVER,Walk,Prefer not to answer,College / technical school graduate,,T6W,40-44
02/12/2015 03:22:00 PM,02/12/2015 03:35:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",Post-graduate degree,No,T5W,30-34
02/10/2015 07:30:00 PM,02/10/2015 07:46:00 PM,Residential property,Within the last 3 months,4 Somewhat Agree,3 Neither,3 Neither,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,Don't know,iOS,Phone,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",Post-graduate degree,Yes,T6E,30-34
02/13/2015 02:37:00 PM,02/13/2015 02:46:00 PM,I don’t own property,,,,,,,,,Mac (OS X),Desktop,Firefox,Rent,Female,No,Yes,Between 1 to 2 years,No,English,Post-secondary student,Yes,Public Transit,Bicycle,"Under $20,000",Post-graduate degree,,T6H,25-29
02/17/2015 10:01:00 AM,02/17/2015 10:12:00 AM,I don’t own property,,,,,,,,,Android,Phone,Android,,,,,,,,,,,,,,,,Did not answer
02/10/2015 04:09:00 PM,02/10/2015 04:17:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",University undergraduate degree,,T6H,55-59
02/10/2015 11:53:00 PM,02/11/2015 12:06:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Phone,Safari,Own,Female,Yes,Yes,Between 3 to 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Walk,"$150,000 and over",Post-graduate degree,No,T6G,30-34
02/11/2015 09:05:00 AM,02/11/2015 09:20:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,Yes,T6M,55-59
02/10/2015 05:55:00 PM,02/10/2015 06:14:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,No,No,Greater than 5 years,No,English,Other (Specify),Yes,Public Transit,Car/truck/Van as DRIVER,"$150,000 and over",Post-graduate degree,,T5K,65-69
02/17/2015 05:08:00 PM,02/17/2015 05:17:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Only have one mode of transportation,"$150,000 and over",College / technical school graduate,Yes,T6R,35-39
02/13/2015 04:10:00 PM,02/13/2015 04:19:00 PM,I don’t own property,,,,,,,,,Mac (OS X),Desktop,Safari,Rent,Male,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$20,000 to $29,999",University undergraduate degree,Yes,T6B,18-24
02/10/2015 09:50:00 PM,02/11/2015 07:57:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,I prefer not to answer,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T6H,50-54
02/14/2015 04:48:00 PM,02/14/2015 05:13:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",Post-graduate degree,Yes,T6E,50-54
02/11/2015 11:47:00 AM,02/11/2015 12:04:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$50,000 to $59,999",University undergraduate degree,No,T6L,60-64
02/10/2015 06:04:00 PM,02/10/2015 06:12:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Walk,"$40,000 to $49,999",High school graduate,,T6J,65-69
02/12/2015 01:49:00 PM,02/12/2015 03:56:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Unknown,Own,Male,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$80,000 to $99,999",University undergraduate degree,No,T6J,65-69
02/11/2015 09:35:00 AM,02/11/2015 10:16:00 AM,Non-Residential property,Within the last year,3 Neither,3 Neither,3 Neither,3 Neither,3 Neither,3 Neither,Don't know,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$150,000 and over","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T6H,60-64
02/12/2015 08:31:00 PM,02/12/2015 08:40:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,No,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$100,000 to $149,000",University undergraduate degree,No,T6H,60-64
02/14/2015 04:46:00 PM,02/14/2015 04:53:00 PM,Residential property,Within the last 3 months,3 Neither,3 Neither,1 Strongly Disagree,1 Strongly Disagree,3 Neither,2 Somewhat Disagree,Negative,Mac (OS X),Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$100,000 to $149,000",College / technical school graduate,No,T6R,45-49
02/11/2015 09:12:00 AM,02/11/2015 09:36:00 AM,Residential property,Within the last year,3 Neither,3 Neither,2 Somewhat Disagree,2 Somewhat Disagree,3 Neither,2 Somewhat Disagree,Negative,Android,Phone,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",College / technical school graduate,No,T5Y,40-44
02/10/2015 07:12:00 PM,02/10/2015 07:18:00 PM,Residential property,I don't recall,,,,,,,,iOS,Tablet,Safari,Own,Male,No,No,Greater than 5 years,No,English,Retired,Yes,Public Transit,Walk,"$30,000 to $39,999",Post-graduate degree,,T6R,70-74
02/10/2015 04:59:00 PM,02/10/2015 05:03:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Internet Explorer,Rent,Female,No,Yes,Less than 1 year,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$50,000 to $59,999",University undergraduate degree,No,T6A,30-34
02/10/2015 04:14:00 PM,02/10/2015 04:22:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/van as PASSENGER,Car/truck/Van as DRIVER,"$150,000 and over",University undergraduate degree,Yes,T6W,40-44
02/11/2015 09:21:00 AM,02/11/2015 09:29:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,Prefer not to answer,College / technical school graduate,No,T5Z,60-64
02/14/2015 10:09:00 AM,02/14/2015 10:23:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,No,T6M,35-39
02/10/2015 04:05:00 PM,02/10/2015 04:17:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$40,000 to $49,999",High school graduate,No,T6T,50-54
02/11/2015 10:17:00 PM,02/11/2015 10:26:00 PM,I don’t own property,,,,,,,,,iOS,Tablet,Unknown,Rent,Female,No,No,Between 3 to 5 years,No,"Tagalog (Pilipino, Filipino)",Unemployed,No,Public Transit,Bicycle,"$80,000 to $99,999","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",,T5R,25-29
02/10/2015 07:39:00 PM,02/10/2015 08:02:00 PM,Residential property,Within the last year,4 Somewhat Agree,4 Somewhat Agree,3 Neither,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,Positive,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Public Transit,Car/truck/Van as DRIVER,"$80,000 to $99,999",College / technical school graduate,No,T6J,55-59
02/14/2015 05:06:00 PM,02/14/2015 05:21:00 PM,Residential property,Within the last 3 months,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,Positive,Windows,Desktop,Firefox,,Female,No,No,,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,,45-49
02/11/2015 09:29:00 PM,02/11/2015 09:42:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Android,Desktop,Firefox,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Public Transit,Car/truck/Van as DRIVER,"$60,000 to $79,999",University undergraduate degree,No,T5K,30-34
02/13/2015 12:11:00 PM,02/13/2015 12:43:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",University undergraduate degree,No,T6R,45-49
02/10/2015 04:06:00 PM,02/10/2015 04:22:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$60,000 to $79,999",Post-graduate degree,Yes,T6M,35-39
02/11/2015 03:50:00 PM,02/11/2015 04:01:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",High school graduate,Yes,T5Z,50-54
02/13/2015 12:02:00 PM,02/13/2015 01:16:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Female,No,Yes,Between 3 to 5 years,Yes,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",Post-graduate degree,No,T6A,25-29
02/11/2015 10:32:00 AM,02/11/2015 10:38:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,Yes,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$100,000 to $149,000",Post-graduate degree,No,T6C,45-49
02/10/2015 04:46:00 PM,02/10/2015 05:02:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Female,No,No,Greater than 5 years,No,German,Employed full-time (30+ hours a week),Yes,Walk,Car/truck/van as PASSENGER,"$150,000 and over",Post-graduate degree,No,T6E,50-54
02/11/2015 08:04:00 AM,02/11/2015 08:28:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Other (Specify),Yes,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",Post-graduate degree,,T6R,45-49
02/11/2015 08:22:00 AM,02/11/2015 08:36:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Public Transit,Car/truck/Van as DRIVER,"$100,000 to $149,000",College / technical school graduate,No,T6W,35-39
02/13/2015 09:07:00 PM,02/13/2015 09:19:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Android,Phone,Android,Own,Female,Yes,Yes,Greater than 5 years,No,English,Unemployed,No,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",College / technical school graduate,,T6R,50-54
02/10/2015 05:21:00 PM,02/10/2015 05:28:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Firefox,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,,T5Z,60-64
02/11/2015 05:05:00 PM,02/11/2015 05:24:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,,,,,,,,,,,,,,,,Did not answer
02/11/2015 12:07:00 PM,02/11/2015 12:32:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,Yes,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,No,T6A,45-49
02/10/2015 11:52:00 AM,02/10/2015 12:24:00 PM,I don’t own property,,,,,,,,,Mac (OS X),Desktop,Safari,Rent,Female,No,Yes,Greater than 5 years,No,English,Post-secondary student,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,University undergraduate degree,,T5K,35-39
02/11/2015 10:27:00 PM,02/11/2015 10:33:00 PM,I don’t own property,,,,,,,,,iOS,Phone,Safari,Rent,Female,Yes,Yes,Greater than 5 years,No,English,Homemaker,No,Walk,Car/truck/van as PASSENGER,"$100,000 to $149,000",High school graduate,,T5R,25-29
02/10/2015 05:37:00 PM,02/10/2015 09:54:00 PM,Residential property,Within the last year,3 Neither,1 Strongly Disagree,2 Somewhat Disagree,2 Somewhat Disagree,1 Strongly Disagree,1 Strongly Disagree,Negative,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$60,000 to $79,999",University undergraduate degree,No,T5W,35-39
02/17/2015 11:16:00 PM,02/17/2015 11:31:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,Yes,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$100,000 to $149,000",University undergraduate degree,Yes,T6R,35-39
02/10/2015 04:49:00 PM,02/10/2015 04:56:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,College / technical school graduate,No,T5Z,30-34
02/10/2015 05:34:00 PM,02/10/2015 05:42:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",University undergraduate degree,,T5L,65-69
02/10/2015 04:11:00 PM,02/10/2015 04:19:00 PM,Residential property,Within the last year,3 Neither,4 Somewhat Agree,2 Somewhat Disagree,4 Somewhat Agree,5 Strongly Agree,3 Neither,Positive,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",College / technical school graduate,No,T5Y,50-54
02/10/2015 08:09:00 PM,02/10/2015 08:19:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$150,000 and over",University undergraduate degree,No,T6C,30-34
02/14/2015 11:46:00 PM,02/14/2015 11:53:00 PM,Residential property,I don't recall,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$100,000 to $149,000",Post-graduate degree,,T5X,60-64
02/10/2015 04:42:00 PM,02/10/2015 05:04:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Firefox,Rent,Female,Yes,Yes,Less than 1 year,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999",College / technical school graduate,No,T6E,18-24
02/10/2015 04:41:00 PM,02/10/2015 04:47:00 PM,Residential property,I don't recall,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",University undergraduate degree,No,T6X,40-44
02/10/2015 04:04:00 PM,02/10/2015 07:42:00 PM,I don’t own property,,,,,,,,,Mac (OS X),Desktop,Safari,Rent,Female,No,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,Prefer not to answer,University undergraduate degree,No,T6R,35-39
02/15/2015 09:26:00 AM,02/15/2015 09:40:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,I prefer not to answer,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Car/truck/Van as DRIVER,"$80,000 to $99,999",College / technical school graduate,No,T6L,60-64
02/10/2015 04:27:00 PM,02/10/2015 04:37:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Android,Phone,Safari,Own,Female,No,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,University undergraduate degree,No,T5Y,30-34
02/11/2015 09:08:00 AM,02/11/2015 09:21:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$100,000 to $149,000",University undergraduate degree,No,T5N,60-64
02/11/2015 12:21:00 PM,02/11/2015 12:34:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$50,000 to $59,999",College / technical school graduate,No,T5T,45-49
